-2700733.553340249700000,-4291974.052781704800000,3855653.613736737100000,-0.003882395111387,37.432566727212787,-122.180239959038150,49.012153878711160
-2700711.162092873800000,-4291961.353550087700000,3855661.534197314200000,-0.003882543346207,37.432747569173742,-122.180102249348510,35.822087605447450
-2700761.268851521900000,-4292025.344096169800000,3855706.881570965500000,-0.003882550511656,37.432629251413239,-122.180196355664410,127.582902490031760
-2700712.477615417400000,-4291974.574258484900000,3855664.241348707100000,-0.003882821882731,37.432701819084201,-122.180035273918530,46.909313007710807
-2700703.924396702600000,-4291949.947111253600000,3855638.362135701300000,-0.003883025915127,37.432655763798010,-122.180101673564240,11.010505054016903
-2700735.444628680100000,-4291980.488141641000000,3855653.701802548500000,-0.003883110804719,37.432532011402714,-122.180219320483900,54.190615687869922
-2700727.659175174800000,-4291988.488884532800000,3855630.041613496800000,-0.003883303754514,37.432348353619219,-122.180096723938020,41.893981011782216
-2700715.648828536700000,-4291975.914377477000000,3855621.663354312500000,-0.003883475831266,37.432381726729922,-122.180057536110110,23.271060105711058
-2700727.668338317000000,-4291986.509110724600000,3855703.755530808600000,-0.003883455424898,37.432884898574926,-122.180108724835590,85.372666762850713
-2700726.273607648400000,-4291983.861781002000000,3855674.936858634000000,-0.003883655936326,37.432695051974335,-122.180111317346660,65.486742355906244
-2700723.497920554100000,-4291982.111893223600000,3855659.735913141600000,-0.003883832087882,37.432602502112410,-122.180095303433350,53.897250074790009
-2700732.988623950200000,-4291995.931369689300000,3855676.914113865200000,-0.003883935208854,37.432633666989922,-122.180102904244320,77.640153997015204
-2700735.771973090200000,-4292029.645599933300000,3855641.958147090900000,-0.003884137050415,37.432219179048914,-122.179926647665790,80.228951239712387
-2700749.848305759000000,-4292029.505678440400000,3855696.825036432100000,-0.003884169348378,37.432571321933331,-122.180062100271830,119.437354211940600
-2700729.339863324100000,-4291993.575663263000000,3855644.484521978500000,-0.003884436398176,37.432423207145092,-122.180082186698640,54.802261270397139
-2700732.312766664200000,-4291986.705917013800000,3855665.486084901700000,-0.003884542406970,37.432596637440156,-122.180151955096280,64.207790143832426
-2700741.518062436000000,-4291997.659339186700000,3855682.743016831100000,-0.003884647146332,37.432642482865937,-122.180174072799300,85.951625258436252
